what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275670084025
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275670112040
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275670112275
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670115056
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670171743
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670176259
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670177665
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1275670177728
error,log,,,"JavaBuilder handling CoreException while cleaning: CoherenceExamples",1275670177775
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: CoherenceExamples",1275670178056
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275670186993
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1275670190571
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670190587
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670195165
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670195587
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670198275
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAutomatically",1275670202118
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1275670208212
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670208259
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670212993
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670213337
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670215775
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1275670221071
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1275670225759
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670225775
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670227025
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670227368
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670229728
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275670236150
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.exit",1275670236884
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1275670237118
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1275670264525
started,bundle,org.eclipse.osgi,3.5.2.R35x_v20100126,"org.eclipse.osgi",1275670264525
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.101.R35x_v20090807-1100,"org.eclipse.equinox.simpleconfigurator",1275670264525
started,bundle,com.ibm.icu,4.0.1.v20090822,"com.ibm.icu",1275670264525
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1275670264525
started,bundle,org.eclipse.core.contenttype,3.4.1.R35x_v20090826-0451,"org.eclipse.core.contenttype",1275670264525
started,bundle,org.eclipse.core.databinding.observable,1.2.0.M20090902-0800,"org.eclipse.core.databinding.observable",1275670264525
started,bundle,org.eclipse.core.expressions,3.4.101.R35x_v20100209,"org.eclipse.core.expressions",1275670264525
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1275670264525
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1275670264525
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1275670264525
started,bundle,org.eclipse.core.net,1.2.1.r35x_20090812-1200,"org.eclipse.core.net",1275670264525
started,bundle,org.eclipse.core.resources,3.5.2.R35x_v20091203-1235,"org.eclipse.core.resources",1275670264525
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1275670264540
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1275670264540
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1275670264540
